132, 7, 92
259, 16, 27
151, 43, 217
113, 52, 87
255, 81, 46
269, 86, 48
220, 90, 61
211, 96, 79
221, 106, 67
240, 116, 63
162, 119, 207
215, 139, 199
258, 139, 60
268, 142, 54
215, 151, 204
240, 153, 93
260, 167, 69
204, 174, 218
263, 189, 69
170, 201, 216
244, 206, 242
221, 209, 236
205, 212, 232
269, 216, 159
141, 225, 221
151, 228, 226
289, 231, 172
209, 232, 251
166, 236, 226
281, 239, 151
194, 246, 250
231, 247, 127
170, 248, 238
127, 251, 250
181, 260, 254
185, 280, 5
201, 302, 13
216, 315, 140
