198, -16, 242
219, -17, 109
266, -17, 32
189, -10, 97
210, -6, 250
284, -7, 157
267, 12, 156
174, 23, 222
190, 34, 233
158, 43, 216
221, 46, 20
266, 46, 42
284, 60, 169
182, 69, 82
184, 77, 220
228, 75, 123
226, 102, 101
241, 102, 153
265, 105, 52
226, 117, 82
258, 122, 54
224, 129, 74
230, 129, 62
265, 132, 182
283, 131, 179
215, 149, 74
244, 149, 76
232, 158, 194
258, 157, 57
157, 167, 203
249, 168, 82
231, 171, 205
208, 184, 202
227, 183, 216
254, 181, 62
233, 190, 225
177, 194, 204
257, 204, 160
208, 207, 218
266, 205, 180
227, 211, 0
263, 216, 156
216, 220, 241
170, 226, 207
269, 228, 149
191, 235, 215
203, 234, 233
255, 232, 131
233, 266, 252
