226, 17, 6
317, 41, 172
178, 42, 243
117, 50, 228
374, 76, 178
384, 90, 183
175, 96, 93
82, 107, 209
82, 130, 210
188, 137, 240
280, 148, 53
210, 165, 56
116, 178, 210
215, 181, 73
272, 191, 184
211, 192, 71
91, 199, 201
216, 214, 68
277, 218, 65
328, 222, 57
192, 237, 80
295, 267, 68
178, 268, 209
112, 272, 200
261, 286, 202
279, 288, 76
302, 302, 70
284, 308, 79
107, 324, 209
215, 331, 89
175, 349, 214
232, 365, 93
318, 366, 76
286, 370, 209
251, 371, 90
179, 374, 219
229, 378, 95
299, 384, 72
195, 385, 222
282, 397, 69
260, 404, 75
229, 405, 219
194, 410, 224
248, 411, 71
214, 418, 85
234, 424, 73
