256, 49, 234
130, 54, 206
110, 57, 201
80, 100, 208
168, 118, 215
361, 118, 8
244, 121, 228
365, 163, 11
297, 180, 244
257, 187, 95
341, 188, 123
71, 191, 84
320, 207, 112
448, 208, 156
276, 217, 236
402, 231, 145
110, 233, 212
45, 240, 212
294, 247, 239
57, 261, 85
195, 274, 216
354, 291, 128
242, 292, 86
164, 296, 212
439, 297, 44
310, 306, 241
167, 326, 81
50, 332, 86
321, 333, 1
192, 340, 211
259, 352, 77
397, 356, 173
62, 360, 82
327, 370, 67
125, 372, 84
298, 374, 219
71, 382, 215
156, 382, 209
328, 388, 61
411, 392, 57
306, 403, 63
260, 413, 68
162, 414, 77
91, 439, 204
219, 441, 70
324, 443, 191
128, 456, 70
327, 457, 191
351, 467, 84
