233, 21, 4
300, 25, 11
213, 28, 4
136, 34, 118
144, 45, 246
259, 63, 137
400, 65, 156
370, 69, 33
322, 73, 31
273, 91, 19
345, 94, 157
355, 105, 160
154, 109, 108
284, 121, 26
102, 124, 103
127, 124, 239
75, 126, 231
350, 126, 159
108, 135, 232
405, 141, 35
138, 148, 240
422, 154, 165
193, 155, 119
295, 157, 29
345, 171, 161
255, 174, 25
330, 182, 158
309, 214, 160
427, 233, 44
412, 242, 44
50, 248, 209
155, 261, 86
224, 261, 128
424, 261, 170
215, 269, 116
148, 275, 222
234, 279, 146
418, 279, 44
299, 289, 167
229, 301, 138
182, 306, 233
196, 318, 88
179, 322, 80
253, 323, 44
114, 324, 74
415, 347, 44
210, 348, 63
162, 356, 207
178, 356, 212
213, 364, 52
262, 368, 168
308, 378, 46
215, 382, 59
86, 387, 72
400, 389, 43
229, 394, 47
205, 401, 59
214, 403, 54
164, 438, 61
252, 438, 176
279, 455, 53
203, 463, 56
