372, 55, 155
171, 62, 232
398, 72, 171
127, 108, 93
346, 118, 32
387, 144, 160
281, 158, 134
206, 166, 245
424, 167, 41
342, 173, 157
99, 179, 219
438, 196, 168
249, 207, 115
131, 222, 83
436, 228, 41
292, 229, 136
176, 232, 225
219, 239, 241
279, 244, 20
202, 252, 83
149, 253, 83
269, 263, 120
334, 273, 161
381, 276, 46
234, 279, 240
103, 280, 212
51, 284, 83
354, 303, 51
303, 310, 155
278, 325, 80
298, 330, 150
55, 332, 82
266, 335, 6
277, 336, 68
291, 348, 56
201, 362, 67
77, 384, 72
304, 397, 184
154, 404, 70
381, 406, 59
308, 414, 186
265, 424, 44
312, 429, 187
389, 432, 186
213, 434, 56
369, 444, 66
312, 446, 178
305, 453, 173
248, 460, 59
281, 468, 45
224, 469, 187
