370, 27, 16
242, 56, 246
148, 97, 228
259, 151, 113
211, 181, 232
115, 188, 91
273, 202, 115
400, 225, 39
201, 238, 89
79, 251, 217
171, 253, 219
103, 258, 92
425, 286, 165
153, 287, 84
264, 291, 88
241, 292, 228
119, 301, 213
271, 311, 30
189, 312, 76
250, 315, 234
335, 316, 43
264, 318, 47
261, 328, 54
300, 336, 163
172, 347, 77
269, 352, 45
139, 368, 209
186, 369, 60
395, 369, 172
194, 391, 39
179, 397, 64
218, 407, 171
165, 417, 232
186, 419, 155
158, 435, 249
269, 440, 165
404, 442, 166
342, 447, 164
208, 448, 158
149, 458, 5
128, 460, 245
320, 477, 153
