329, 18, 151
311, 19, 24
166, 42, 121
187, 52, 3
374, 73, 160
120, 74, 107
259, 89, 148
121, 97, 240
214, 118, 133
140, 135, 93
239, 145, 143
310, 148, 161
275, 149, 35
364, 154, 38
136, 173, 86
177, 189, 248
124, 190, 217
196, 190, 100
150, 192, 79
214, 204, 119
193, 213, 247
109, 217, 75
310, 232, 167
389, 236, 164
151, 245, 69
216, 259, 61
184, 263, 218
217, 270, 56
254, 296, 42
357, 328, 163
292, 339, 169
121, 352, 57
202, 390, 31
235, 402, 25
347, 403, 149
220, 404, 164
265, 415, 158
305, 423, 152
187, 430, 166
241, 435, 157
157, 439, 166
127, 446, 167
312, 447, 138
221, 448, 150
356, 450, 140
251, 463, 139
369, 475, 10
180, 480, 148
274, 492, 132
