369, 112, 23
339, 114, 16
277, 116, 105
350, 118, 138
252, 132, 234
217, 142, 88
323, 155, 16
274, 204, 236
286, 216, 254
348, 239, 54
287, 249, 71
401, 252, 53
303, 257, 55
290, 260, 64
285, 277, 68
360, 282, 185
275, 283, 75
241, 290, 206
405, 309, 60
267, 313, 201
222, 316, 69
269, 352, 201
340, 352, 71
431, 368, 191
144, 368, 66
147, 394, 197
265, 407, 193
422, 408, 65
346, 415, 72
274, 418, 200
384, 425, 70
299, 437, 97
275, 439, 185
381, 441, 198
247, 450, 174
309, 464, 96
188, 465, 181
206, 477, 40
