237, 41, 125
250, 62, 121
338, 63, 153
354, 63, 156
168, 99, 228
225, 113, 99
156, 134, 88
269, 116, 20
168, 138, 221
315, 118, 154
300, 136, 151
239, 168, 88
298, 160, 145
293, 193, 121
202, 209, 210
338, 201, 160
295, 210, 112
239, 223, 73
301, 241, 54
309, 254, 39
303, 263, 45
237, 278, 69
249, 291, 53
373, 293, 35
243, 321, 51
268, 330, 177
363, 315, 165
241, 339, 62
327, 332, 167
409, 322, 164
261, 357, 138
284, 361, 165
232, 378, 244
387, 364, 154
201, 401, 228
296, 391, 151
228, 403, 249
317, 388, 157
370, 385, 147
457, 373, 149
