363, 166, 105
420, 217, 18
309, 214, 226
299, 223, 92
392, 244, 107
343, 252, 89
387, 258, 2
409, 262, 127
413, 282, 116
321, 290, 80
280, 289, 80
405, 303, 52
366, 307, 69
473, 340, 53
341, 340, 65
447, 345, 55
388, 350, 48
259, 348, 76
309, 366, 65
432, 387, 177
442, 398, 180
291, 397, 57
443, 415, 171
349, 414, 44
271, 413, 70
456, 425, 174
470, 438, 172
391, 435, 22
417, 441, 157
268, 440, 63
230, 447, 221
262, 448, 79
454, 462, 150
327, 463, 170
369, 469, 166
270, 465, 149
306, 470, 169
254, 469, 3
398, 496, 148
333, 493, 156
299, 497, 152
464, 512, 141
263, 519, 18
284, 530, 144
353, 552, 139
