179, 131, 249
231, 149, 9
263, 151, 139
174, 172, 105
346, 167, 156
174, 191, 239
261, 201, 141
171, 210, 93
351, 224, 37
387, 228, 162
240, 234, 123
190, 258, 88
174, 261, 223
252, 268, 126
198, 274, 84
178, 282, 84
242, 279, 50
192, 288, 216
238, 289, 54
184, 294, 80
241, 299, 50
297, 308, 165
254, 313, 34
201, 316, 62
341, 311, 167
188, 336, 83
202, 335, 42
280, 341, 162
154, 348, 210
198, 347, 58
220, 351, 164
385, 346, 159
272, 355, 26
168, 361, 218
349, 359, 153
181, 366, 243
245, 364, 156
220, 366, 139
285, 365, 160
274, 376, 147
381, 374, 141
348, 379, 136
263, 401, 133
301, 401, 138
153, 413, 239
369, 412, 123
280, 416, 254
296, 415, 124
276, 429, 122
370, 434, 116
281, 448, 113
366, 447, 250
385, 450, 119
331, 457, 114
364, 463, 247
232, 482, 246
273, 483, 117
