90, 159, 215
196, 165, 222
245, 165, 240
177, 170, 215
283, 168, 117
264, 188, 1
322, 196, 157
303, 219, 39
176, 227, 216
314, 228, 158
231, 232, 234
242, 234, 244
255, 256, 32
274, 261, 50
395, 259, 177
261, 265, 73
111, 277, 215
318, 270, 168
276, 298, 69
285, 330, 131
302, 331, 147
163, 339, 216
360, 335, 167
218, 354, 214
98, 361, 219
334, 361, 150
359, 370, 153
230, 376, 222
159, 386, 228
180, 395, 232
233, 403, 234
126, 409, 240
318, 411, 130
278, 415, 249
171, 425, 244
375, 429, 143
322, 434, 127
265, 439, 251
160, 460, 254
225, 457, 255
339, 473, 5
340, 494, 132
201, 503, 3
211, 555, 7
196, 564, 125
289, 578, 4
262, 588, 135
