318, 93, 133
247, 105, 107
237, 120, 238
259, 140, 108
339, 158, 140
280, 166, 4
351, 188, 26
346, 197, 27
378, 215, 35
307, 225, 132
331, 236, 39
296, 244, 35
155, 255, 219
214, 254, 220
186, 261, 91
293, 266, 71
336, 269, 51
166, 275, 220
291, 289, 79
255, 297, 85
366, 309, 58
384, 323, 184
326, 330, 82
170, 338, 214
333, 338, 83
346, 354, 84
236, 363, 215
340, 367, 205
177, 380, 221
247, 381, 222
205, 384, 224
324, 404, 222
209, 414, 237
157, 421, 239
253, 420, 236
332, 421, 230
224, 437, 247
301, 444, 242
247, 456, 254
