211, 63, 103
250, 66, 111
296, 76, 20
231, 82, 238
177, 83, 226
283, 90, 21
306, 110, 33
199, 119, 90
303, 137, 46
180, 139, 219
337, 147, 169
167, 153, 85
257, 171, 63
158, 170, 213
313, 176, 56
138, 175, 213
253, 182, 82
361, 188, 54
192, 186, 216
300, 228, 69
205, 237, 215
327, 243, 60
212, 255, 84
183, 256, 87
302, 267, 75
138, 278, 215
316, 293, 64
163, 289, 216
242, 292, 213
315, 307, 67
189, 315, 218
214, 325, 220
316, 330, 154
272, 329, 221
296, 337, 238
233, 342, 229
334, 350, 159
140, 348, 229
162, 352, 231
221, 365, 237
328, 370, 138
264, 369, 240
196, 379, 243
262, 384, 251
262, 391, 252
