161, 35, 255
223, 32, 4
173, 49, 130
196, 53, 8
292, 59, 146
251, 107, 20
84, 133, 100
235, 125, 141
90, 164, 234
115, 166, 104
266, 176, 29
247, 195, 151
143, 205, 96
212, 208, 23
160, 218, 94
324, 221, 38
70, 258, 88
126, 258, 82
192, 259, 46
148, 266, 75
157, 267, 72
144, 291, 204
105, 297, 73
318, 289, 168
133, 311, 50
70, 329, 83
94, 333, 74
121, 336, 44
101, 356, 60
321, 342, 166
288, 347, 164
70, 361, 208
137, 359, 176
267, 352, 158
86, 376, 224
117, 375, 160
222, 380, 155
327, 374, 149
254, 383, 146
286, 382, 147
84, 403, 0
204, 395, 146
147, 400, 146
61, 412, 243
269, 402, 137
249, 411, 133
300, 412, 128
208, 431, 135
185, 451, 130
252, 463, 125
105, 500, 125
141, 523, 117
