231, 182, 146
157, 204, 123
138, 227, 116
123, 230, 246
162, 252, 254
210, 254, 141
128, 264, 96
252, 268, 33
235, 293, 157
317, 291, 32
194, 317, 120
210, 324, 30
237, 327, 159
219, 331, 150
121, 337, 83
205, 337, 134
181, 340, 3
127, 343, 214
74, 354, 216
214, 354, 140
282, 359, 161
137, 370, 80
187, 371, 44
154, 379, 61
203, 386, 26
192, 397, 175
295, 395, 156
147, 402, 66
224, 399, 156
179, 414, 167
146, 417, 253
111, 419, 213
127, 422, 232
173, 427, 17
81, 432, 218
266, 431, 141
331, 429, 146
214, 439, 148
109, 445, 242
107, 456, 251
312, 453, 139
107, 463, 251
205, 460, 141
163, 464, 138
314, 467, 7
340, 468, 138
142, 478, 127
241, 479, 129
94, 491, 253
283, 494, 124
331, 500, 132
309, 524, 123
