170, 57, 242
162, 66, 107
285, 80, 136
260, 84, 10
168, 96, 241
253, 98, 129
240, 103, 7
316, 129, 26
227, 141, 119
169, 153, 99
208, 152, 250
71, 174, 93
269, 173, 33
322, 174, 33
173, 182, 91
337, 186, 160
268, 217, 51
333, 222, 41
371, 222, 167
155, 232, 75
218, 235, 74
138, 238, 78
115, 240, 83
298, 241, 51
248, 251, 66
119, 267, 78
209, 269, 200
280, 268, 61
69, 274, 85
317, 271, 51
208, 281, 197
189, 285, 33
243, 290, 86
136, 294, 64
160, 296, 55
300, 297, 57
221, 303, 117
273, 305, 70
123, 308, 67
342, 306, 47
202, 315, 204
246, 323, 86
203, 332, 206
103, 336, 75
319, 334, 53
283, 337, 68
153, 341, 51
199, 342, 192
262, 347, 77
197, 351, 180
222, 353, 102
299, 354, 62
125, 359, 57
107, 360, 70
195, 370, 235
62, 373, 215
327, 376, 179
317, 378, 51
150, 388, 180
101, 397, 73
256, 395, 83
181, 399, 4
238, 398, 98
147, 402, 34
199, 401, 136
304, 399, 59
107, 424, 57
302, 420, 74
91, 433, 216
110, 439, 151
328, 439, 37
66, 447, 236
155, 446, 161
189, 447, 137
134, 450, 158
196, 454, 247
354, 455, 164
320, 458, 230
55, 472, 242
249, 470, 226
343, 468, 138
279, 477, 225
118, 482, 9
248, 510, 239
