156, -20, 234
196, 26, 249
150, 44, 92
279, 29, 30
258, 37, 139
323, 35, 159
282, 44, 151
226, 54, 13
140, 65, 225
268, 54, 30
241, 63, 135
309, 84, 42
338, 106, 169
91, 138, 218
321, 123, 171
74, 153, 87
227, 136, 36
80, 160, 220
98, 158, 89
63, 163, 218
177, 169, 237
138, 179, 220
229, 178, 141
269, 185, 55
292, 195, 52
193, 207, 28
85, 222, 215
257, 215, 60
275, 214, 182
196, 225, 72
125, 243, 215
104, 248, 87
241, 232, 184
196, 238, 72
227, 239, 64
189, 246, 82
86, 275, 214
200, 266, 75
262, 267, 63
209, 283, 196
143, 294, 214
305, 284, 57
244, 299, 72
56, 333, 223
259, 331, 67
104, 361, 226
155, 369, 224
208, 365, 220
190, 368, 226
222, 366, 223
166, 374, 236
137, 379, 235
237, 369, 235
288, 365, 175
272, 368, 157
110, 394, 238
213, 384, 255
58, 416, 238
179, 405, 4
90, 420, 244
94, 449, 255
139, 455, 8
