308, 112, 56
207, 179, 111
292, 145, 179
183, 203, 236
266, 168, 170
208, 201, 0
223, 199, 120
337, 148, 188
267, 208, 173
207, 242, 84
196, 251, 222
244, 229, 129
216, 250, 237
240, 245, 86
242, 259, 68
195, 294, 72
207, 295, 206
245, 279, 66
220, 301, 67
339, 249, 62
234, 340, 191
213, 363, 56
219, 390, 181
232, 385, 184
346, 330, 183
365, 334, 49
300, 378, 176
230, 413, 168
275, 403, 171
333, 375, 173
182, 452, 163
212, 442, 164
297, 404, 167
266, 422, 164
239, 444, 158
367, 386, 172
269, 447, 17
282, 440, 147
347, 414, 158
314, 437, 153
376, 408, 166
255, 500, 149
392, 461, 162
333, 508, 148
