283, 35, 11
264, 50, 129
380, 94, 150
218, 81, 247
264, 119, 12
355, 144, 154
325, 143, 32
306, 143, 147
260, 145, 121
290, 183, 147
233, 190, 94
375, 204, 34
274, 197, 127
283, 215, 133
202, 213, 88
410, 233, 162
328, 234, 162
380, 246, 163
127, 226, 215
263, 238, 32
230, 244, 81
331, 254, 148
369, 262, 155
237, 252, 58
312, 274, 141
362, 280, 143
165, 265, 216
259, 274, 155
389, 286, 144
204, 273, 213
225, 277, 234
346, 297, 128
393, 315, 131
193, 306, 234
371, 323, 122
289, 317, 128
362, 335, 249
175, 328, 235
259, 338, 119
205, 343, 246
392, 362, 119
307, 369, 115
144, 359, 237
233, 392, 248
