178, 62, 2
321, 70, 11
245, 139, 13
162, 173, 3
22, 185, 95
121, 194, 250
197, 217, 28
58, 220, 89
408, 245, 38
299, 250, 47
120, 257, 93
402, 260, 41
152, 261, 91
233, 261, 56
377, 267, 44
357, 272, 44
34, 277, 213
92, 278, 223
175, 284, 83
411, 287, 170
369, 293, 172
418, 293, 172
217, 297, 71
350, 302, 45
399, 303, 169
277, 310, 60
409, 313, 43
389, 321, 42
45, 322, 208
55, 323, 219
337, 325, 52
47, 332, 216
97, 332, 109
143, 335, 102
108, 339, 224
58, 340, 231
303, 350, 62
341, 350, 52
363, 351, 47
389, 355, 46
205, 367, 94
157, 369, 106
45, 387, 254
313, 400, 76
83, 423, 249
328, 432, 203
300, 434, 211
351, 439, 215
157, 452, 242
258, 463, 234
289, 463, 236
328, 465, 239
217, 480, 252
164, 484, 251
