193, 63, 10
309, 89, 143
185, 93, 134
124, 93, 6
125, 119, 132
345, 170, 144
184, 230, 140
347, 241, 26
38, 237, 121
278, 242, 28
-104, 242, 99
138, 247, 17
52, 264, 5
145, 282, 37
190, 286, 36
86, 299, 45
-25, 303, 76
-5, 307, 77
71, 310, 58
-55, 309, 65
49, 311, 66
117, 312, 52
159, 322, 53
108, 333, 68
283, 336, 45
3, 334, 208
311, 340, 45
204, 349, 58
326, 351, 45
-15, 348, 204
88, 350, 196
163, 351, 67
255, 357, 50
222, 357, 59
123, 356, 184
293, 359, 172
-33, 357, 184
27, 361, 215
82, 362, 92
295, 368, 48
-39, 369, 152
-74, 378, 169
-48, 387, 143
317, 393, 49
103, 394, 209
-85, 398, 12
-45, 401, 237
-96, 401, 18
263, 410, 64
-2, 444, 112
231, 449, 203
56, 453, 106
226, 457, 205
199, 458, 210
194, 466, 214
298, 490, 218
-130, 491, 1
-100, 491, 125
7, 495, 241
266, 529, 240
186, 528, 238
