170, 59, 114
63, 81, 234
51, 87, 101
119, 89, 237
224, 102, 249
355, 108, 142
440, 127, 25
413, 159, 152
230, 160, 245
408, 166, 30
490, 180, 27
316, 181, 40
242, 192, 252
96, 195, 89
432, 207, 34
148, 213, 82
410, 216, 40
99, 225, 215
255, 228, 104
283, 230, 72
113, 236, 86
216, 237, 232
314, 240, 71
410, 241, 41
159, 246, 77
179, 249, 37
332, 250, 60
22, 260, 95
287, 263, 99
379, 266, 51
272, 267, 217
163, 272, 57
434, 275, 167
253, 278, 114
426, 282, 36
349, 297, 87
390, 298, 58
155, 299, 236
189, 299, 131
286, 304, 102
203, 307, 120
203, 319, 118
117, 320, 220
373, 325, 93
435, 325, 45
151, 332, 245
359, 333, 211
280, 334, 109
120, 337, 232
248, 337, 237
38, 345, 233
448, 351, 135
116, 359, 243
184, 359, 249
467, 360, 130
376, 367, 225
26, 368, 237
241, 368, 243
422, 369, 242
304, 373, 235
50, 376, 240
123, 383, 118
476, 389, 123
106, 391, 247
367, 391, 238
226, 395, 254
292, 397, 246
262, 400, 122
384, 402, 245
466, 404, 253
31, 411, 244
99, 414, 251
49, 440, 250
420, 445, 254
245, 469, 253
158, 490, 0
